course,access,category,holes,city_state,st,county,lon,lat
Fullerton Golf Course,Public,Public,18,"Fullerton,CA",CA,Orange County,-117.9291,33.900365
Dry Creek Ranch Golf Course,Public,Public,18,"Galt,CA",CA,San Joaquin County,-121.287651,38.248269
Benbow Valley Resort Country Club,Public,Public,9,"Garberville,CA",CA,Humboldt County,-123.785859,40.068345
Golden Era Golf Course,Semi Private,Public,9,"Gilman Hot Springs,CA",CA,Riverside County,-116.975069,33.82397
Eagle Ridge Golf Club,Public,Public,18,"Gilroy,CA",CA,Santa Clara County,-121.610703,37.000636
Gavilian Golf Course,Public,Public,9,"Gilroy,CA",CA,Santa Clara County,-121.56489,36.971175
Gilroy Golf Course,Public,Public,9,"Gilroy,CA",CA,Santa Clara County,-121.620391,37.011983
Scholl Canyon Golf Course,Municipal,Public,18,"Glendale,CA",CA,Los Angeles County,-118.20088199999999,34.160907
Oakmont Country Club,Private,Private,18,"Glendale,CA",CA,Los Angeles County,-118.234763,34.193458
Chevy Chase Country Club,Semi Private,Public,9,"Glendale,CA",CA,Los Angeles County,-118.203555,34.169841
Glendora Country Club,Private,Private,18,"Glendora,CA",CA,Los Angeles County,-117.820367,34.132412
Glenoaks Golf Course,Public,Public,9,"Glendora,CA",CA,Los Angeles County,-117.86619,34.117422
Glen Annie Golf Club,Public,Public,18,"Goleta,CA",CA,Santa Barbara County,-119.876867,34.449445
Ocean Meadows Golf Course,Public,Public,9,"Goleta,CA",CA,Santa Barbara County,-119.87081,34.422385
Twin Lakes Golf Course,Public,Public,9,"Goleta,CA",CA,Santa Barbara County,-119.831574,34.435998
Graeagle Meadows Golf Course,Public,Public,18,"Graeagle,CA",CA,Plumas County,-120.616409,39.7643
Knollwood Golf Club,Municipal,Public,18,"Granada Hills,CA",CA,Los Angeles County,-118.501645,34.289246
Granite Bay Golf Club,Semi Private,Public,18,"Granite Bay,CA",CA,Placer County,-121.19486,38.724564
Rolling Greens Golf Course,Public,Public,9,"Granite Bay,CA",CA,Placer County,-121.197104,38.736127
Alta Sierra Country Club Inc,Public,Public,18,"Grass Valley,CA",CA,Nevada County,-121.048564,39.135097
Nevada County Country Club,Public,Public,9,"Grass Valley,CA",CA,Nevada County,-121.049969,39.229808
Quail Valley Country Club,Public,Public,9,"Grass Valley,CA",CA,Nevada County,-121.082671,39.189186
Pine Mountain Lake Country Club,Public,Public,18,"Groveland,CA",CA,Tuolumne County,-120.221834,37.854372
Pismo State Beach Golf Course,Municipal,Public,9,"Grover Beach,CA",CA,San Luis Obispo County,-120.633468,35.123481
Wildwood Mobile Country Club,Semi Private,Public,9,"Hacienda Heights,CA",CA,Los Angeles County,-117.989637,34.02527
Half Moon Bay Golf Links,Public,Public,18,"Half Moon Bay,CA",CA,San Mateo County,-122.426848,37.425244
Kings Country Club,Private,Private,9,"Hanford,CA",CA,Fresno County,-119.672591,36.419558
Lakeview Golf Course,Public,Public,9,"Hanford,CA",CA,Kings County,-119.617293,36.313335
Mission Hills of Hayward Golf Course,Municipal,Public,9,"Hayward,CA",CA,Alameda County,-122.049282,37.6276
Skywest Golf Course,Municipal,Public,18,"Hayward,CA",CA,Alameda County,-122.131975,37.663067
TPC Stonebrae,Semi Private,Public,18,"Hayward,CA",CA,Alameda County,-122.000602,37.646024
Tayman Park Golf Course,Municipal,Public,9,"Healdsburg,CA",CA,Sonoma County,-122.855022,38.612556
Silver Lakes Country Club,Private,Private,36,"Helendale,CA",CA,San Bernardino County,-117.341295,34.755092
Colonial Country Club,Private,Private,18,"Hemet,CA",CA,Riverside County,-116.998038,33.756426
Panorama Village Golf Course,Private,Private,9,"Hemet,CA",CA,Riverside County,-116.985839,33.739528
Hemet West Mobile Estates,Semi Private,Public,9,"Hemet,CA",CA,Riverside County,-117.024522,33.74376
Diamond Valley Country Club,Public,Public,18,"Hemet,CA",CA,Riverside County,-116.968235,33.670922
Echo Hills Golf Club,Public,Public,9,"Hemet,CA",CA,Riverside County,-116.966245,33.72568
Hemet Golf Club,Public,Public,18,"Hemet,CA",CA,Riverside County,-117.050901,33.750983
Seven Hills Golf Course,Public,Public,18,"Hemet,CA",CA,Riverside County,-116.989103,33.722137
Franklin Canyon Golf Course,Public,Public,18,"Hercules,CA",CA,Contra Costa County,-122.215913,38.006951
Hesperia Golf & Country Club,Public,Public,18,"Hesperia,CA",CA,San Bernardino County,-117.269491,34.408323
Hidden Valley Lake Golf & Country Club,Public,Public,18,"Hidden Valley Lake,CA",CA,Lake County,-122.555156,38.796406
Burlingame Country Club,Private,Private,18,"Hillsborough,CA",CA,San Mateo County,-122.369115,37.568214
Ridgemark Golf & Country Club Resort,Public,Public,36,"Hollister,CA",CA,San Benito County,-121.362625,36.815947
San Juan Oaks Golf Club,Public,Public,18,"Hollister,CA",CA,San Benito County,-121.457107,36.839799
Barbara Worth Resort,Public,Public,18,"Holtville,CA",CA,Imperial County,-115.421775,32.800604
Highland Palms Mobil Homes,Private,Private,9,"Homeland,CA",CA,Riverside County,-117.122902,33.741337
Meadowlark Golf Course,Municipal,Public,18,"Huntington Beach,CA",CA,Orange County,-118.032672,33.718787
SeaCliff Country Club,Semi Private,Public,18,"Huntington Beach,CA",CA,Orange County,-118.01927,33.674634
Indian Wells Golf Resort,Municipal,Public,36,"Indian Wells,CA",CA,Riverside County,-116.329679,33.723632
Desert Horizons Country Club,Private,Private,18,"Indian Wells,CA",CA,Riverside County,-116.34658,33.724035
Eldorado Country Club,Private,Private,18,"Indian Wells,CA",CA,Riverside County,-116.340204,33.712532
The Reserve Club,Private,Private,18,"Indian Wells,CA",CA,Riverside County,-116.364779,33.689822
The Vintage Club,Private,Private,36,"Indian Wells,CA",CA,Riverside County,-116.356456,33.711015
Toscana Country Club,Private,Private,27,"Indian Wells,CA",CA,Riverside County,-116.338403,33.737307
Indian Wells Country Club,Semi Private,Public,36,"Indian Wells,CA",CA,Riverside County,-116.326851,33.713336
Indio Golf Course,Municipal,Public,18,"Indio,CA",CA,Riverside County,-116.213902,33.744241
The Plantation Golf Course,Private,Private,18,"Indio,CA",CA,Riverside County,-116.233774,33.67857
Outdoor Resort Indio,Semi Private,Public,18,"Indio,CA",CA,Riverside County,-116.260707,33.700118
Rancho Casa Blanca,Semi Private,Public,18,"Indio,CA",CA,Riverside County,-116.196985,33.729495
Golf Club At Terra Lago,Public,Public,36,"Indio,CA",CA,Riverside County,-116.185803,33.741348
Eagle Falls Golf Course,Public,Public,18,"Indio,CA",CA,Riverside County,-116.193209,33.721823
Heritage Palms Golf Club,Public,Public,18,"Indio,CA",CA,Riverside County,-116.262869,33.72823
Indian Palms Country Club & Resort,Public,Public,54,"Indio,CA",CA,Riverside County,-116.23372,33.695897
Indian Springs Golf & Country Club,Public,Public,18,"Indio,CA",CA,Riverside County,-116.270076,33.714784
Shadow Hills Golf Club,Public,Public,27,"Indio,CA",CA,Riverside County,-116.253783,33.758218
Castle Oaks Golf Club,Public,Public,18,"Ione,CA",CA,Amador County,-120.952911,38.361604
Shady Canyon Golf Club,Private,Private,18,"Irvine,CA",CA,Orange County,-117.795773,33.633069
Oak Creek Golf Club,Public,Public,18,"Irvine,CA",CA,Orange County,-117.771466,33.675573
Rancho San Joaquin Golf Course,Public,Public,18,"Irvine,CA",CA,Orange County,-117.831235,33.663948
Strawberry Farms Golf Club,Public,Public,18,"Irvine,CA",CA,Orange County,-117.796399,33.649651
Steele Canyon Golf Club,Public,Public,36,"Jamul,CA",CA,San Diego County,-116.894093,32.743198
Buckingham Golf & Country Club,Public,Public,9,"Kelseyville,CA",CA,Lake County,-122.752037,39.0011
Konocti Hills Country Club,Public,Public,9,"Kelseyville,CA",CA,Lake County,-122.718941,38.951064
Javier's Fresno West Golf & Country Club,Public,Public,18,"Kerman,CA",CA,Fresno County,-120.221975,36.734539
Kern Valley Golf & Country Club,Public,Public,9,"Kernville,CA",CA,Kern County,-118.388738,35.758688
King City Golf Course,Municipal,Public,9,"King City,CA",CA,Monterey County,-121.12283,36.206392
Old Brockway Golf Club,Public,Public,9,"Kings Beach,CA",CA,Placer County,-120.033641,39.238911
Kings River Golf & Country Club,Private,Private,27,"Kingsburg,CA",CA,Tulare County,-119.505439,36.518027
La Canada Flintridge Country Club,Semi Private,Public,18,"La Canada,CA",CA,Los Angeles County,-118.187142,34.214706
Lake Don Pedro Golf and Country Club,Public,Public,18,"La Grange,CA",CA,Mariposa County,-120.35463,37.633696
Hacienda Golf Club,Private,Private,18,"La Habra Heights,CA",CA,Los Angeles County,-117.947365,33.960161
Westridge Golf Club,Public,Public,18,"La Habra,CA",CA,Orange County,-117.965068,33.915094
Torrey Pines Golf Course,Municipal,Public,36,"La Jolla,CA",CA,San Diego County,-117.243433,32.904429
La Jolla Country Club,Private,Private,18,"La Jolla,CA",CA,San Diego County,-117.269581,32.837455
La Jolla Beach & Tennis Club,Semi Private,Public,18,"La Jolla,CA",CA,San Diego County,-117.260794,32.852141
Sun Valley Fairways,Public,Public,9,"La Mesa,CA",CA,San Diego County,-117.016036,32.770602
La Mirada Golf Course,Municipal,Public,18,"La Mirada,CA",CA,Los Angeles County,-118.000681,33.902697
SilverRock Resort,Municipal,Public,18,"La Quinta,CA",CA,Riverside County,-116.275432,33.656541
La Quinta Country Club,Private,Private,18,"La Quinta,CA",CA,Riverside County,-116.306885,33.68497
Mountain View Country Club,Private,Private,18,"La Quinta,CA",CA,Riverside County,-116.262426,33.679659
Rancho La Quinta Golf Course,Private,Private,36,"La Quinta,CA",CA,Riverside County,-116.280807,33.697667
The Hideaway Golf Club,Private,Private,36,"La Quinta,CA",CA,Riverside County,-116.262918,33.665844
The Madison Club,Private,Private,18,"La Quinta,CA",CA,Riverside County,-116.241017,33.67089
The Palms Golf Club,Private,Private,18,"La Quinta,CA",CA,Riverside County,-116.241629,33.63695
The Quarry at LaQuinta,Private,Private,18,"La Quinta,CA",CA,Riverside County,-116.273546,33.623942
Tradition Golf Club,Private,Private,27,"La Quinta,CA",CA,Riverside County,-116.29413,33.674028
Andalusia At Coral Mountain,Semi Private,Public,18,"La Quinta,CA",CA,Riverside County,-116.26814,33.672878
La Quinta Golf Course Citrus,Semi Private,Public,18,"La Quinta,CA",CA,Riverside County,-116.27073,33.680552
PGA West Private Golf Courses,Semi Private,Public,54,"La Quinta,CA",CA,Riverside County,-116.265134,33.643505
Greg Norman Course,Public,Public,18,"La Quinta,CA",CA,Riverside County,-116.244385,33.647009
La Quinta Resort Golf Course,Public,Public,36,"La Quinta,CA",CA,Riverside County,-116.312102,33.685763
Palm Royale Country Club,Public,Public,18,"La Quinta,CA",CA,Riverside County,-116.299741,33.727854
PGA West Stadium Clubhouse,Public,Public,36,"La Quinta,CA",CA,Riverside County,-116.260362,33.640535
Golf Club At LaQuinta,Public,Public,18,"La Quinta,CA",CA,Riverside County,-116.241826,33.609979
Marshall Canyon Golf Course,Municipal,Public,18,"La Verne,CA",CA,Los Angeles County,-117.754043,34.147897
Sierra La Verne Country Club,Semi Private,Public,18,"La Verne,CA",CA,Los Angeles County,-117.76688300000001,34.138488
Aliso Creek Inn & Golf Course,Public,Public,9,"Laguna Beach,CA",CA,Orange County,-117.751531,33.51049
El Niguel Country Club,Private,Private,18,"Laguna Niguel,CA",CA,Orange County,-117.716269,33.512278
Laguna Woods Golf Course,Private,Private,36,"Laguna Woods,CA",CA,Orange County,-117.728851,33.612148
Bailey Creek Golf Course,Public,Public,18,"Lake Almanor,CA",CA,Plumas County,-121.140473,40.291386
Lake Arrowhead Country Club,Private,Private,18,"Lake Arrowhead,CA",CA,San Bernardino County,-117.215764,34.255412
Links at Summerly,Public,Public,18,"Lake Elsinore,CA",CA,Riverside County,-117.306456,33.649291
Lake Forest Golf & Practice Center,Public,Public,9,"Lake Forest,CA",CA,Orange County,-117.690375,33.624198
Lake Elizabeth Golf & Ranch Club,Public,Public,18,"Lake Hughes,CA",CA,Los Angeles County,-118.388719,34.65225
Barona Creek Golf Course,Public,Public,18,"Lakeside,CA",CA,San Diego County,-116.869462,32.933515
Willowbrook Golf Course,Public,Public,9,"Lakeside,CA",CA,San Diego County,-116.938316,32.864011
Lakewood Country Club & Tennis Center,Municipal,Public,18,"Lakewood,CA",CA,Los Angeles County,-118.154567,33.832602
Lancaster Golf Center,Public,Public,9,"Lancaster,CA",CA,Los Angeles County,-118.122882,34.671447
Rancho Sierra Golf Club,Public,Public,9,"Lancaster,CA",CA,Los Angeles County,-118.02332,34.74123
Alondra Park Golf Course,Municipal,Public,45,"Lawndale,CA",CA,Los Angeles County,-118.343756,33.881768
Lemoore Municipal Golf Course,Municipal,Public,18,"Lemoore,CA",CA,Kings County,-119.785239,36.283826
Likely Links & RV Park,Public,Public,36,"Likely,CA",CA,Modoc County,-120.396731,41.234264
Catta Verdera Country Club At Twelve Bridges,Semi Private,Public,18,"Lincoln,CA",CA,Placer County,-121.243325,38.854117
The Lincoln Hills Club,Public,Public,36,"Lincoln,CA",CA,Placer County,-121.274404,38.869129
Turkey Creek Golf Course,Public,Public,18,"Lincoln,CA",CA,Placer County,-121.265235,38.886676
Lindsay Golf Course,Public,Public,9,"Lindsay,CA",CA,Tulare County,-119.092617,36.212612
Little River Inn Golf & Tennis,Public,Public,9,"Little River,CA",CA,Mendocino County,-123.788559,39.270999
Las Positas Golf Course,Municipal,Public,27,"Livermore,CA",CA,Alameda County,-121.823616,37.696766
Springtown Golf Course,Municipal,Public,9,"Livermore,CA",CA,Alameda County,-121.74035,37.706138
Poppy Ridge Golf Course,Public,Public,54,"Livermore,CA",CA,Alameda County,-121.696476,37.660771
The Course At Wente Vineyards,Public,Public,18,"Livermore,CA",CA,Alameda County,-121.758377,37.622722
Crystalaire Country Club,Private,Private,18,"Llano,CA",CA,Los Angeles County,-117.847027,34.469402
Adam Springs Golf Course,Public,Public,9,"Loch Lomond,CA",CA,Lake County,-122.723227,38.849236
Micke Grove Golf Links,Municipal,Public,18,"Lodi,CA",CA,San Joaquin County,-121.269234,38.076186
Lockeford Springs Golf Course,Public,Public,18,"Lodi,CA",CA,San Joaquin County,-121.166004,38.130884
Village Country Club,Private,Private,18,"Lompoc,CA",CA,Santa Barbara County,-120.456463,34.710523
La Purisima Golf Course,Public,Public,18,"Lompoc,CA",CA,Santa Barbara County,-120.386232,34.6648
Mt. Whitney Golf Club,Public,Public,9,"Lone Pine,CA",CA,Inyo County,-118.05773,36.579763
El Dorado Park Golf Course,Municipal,Public,18,"Long Beach,CA",CA,Los Angeles County,-118.099094,33.798379
Heartwell Golf Course,Municipal,Public,18,"Long Beach,CA",CA,Los Angeles County,-118.102815,33.832054
Recreation Park Golf Course 9,Municipal,Public,9,"Long Beach,CA",CA,Los Angeles County,-118.134654,33.775278
Recreation Park Golf Course,Municipal,Public,18,"Long Beach,CA",CA,Los Angeles County,-118.135376,33.779769
Skylinks At Long Beach Golf Course,Municipal,Public,18,"Long Beach,CA",CA,Los Angeles County,-118.138127,33.818606
Virginia Country Club,Private,Private,18,"Long Beach,CA",CA,Los Angeles County,-118.195686,33.838068
Bixby Village Golf Course,Public,Public,9,"Long Beach,CA",CA,Los Angeles County,-118.114366,33.769599
Indian Creek Country Club Inc,Public,Public,9,"Loomis,CA",CA,Placer County,-121.188917,38.803173
Los Altos Golf & Country Club,Private,Private,18,"Los Altos,CA",CA,Santa Clara County,-122.090886,37.351798
Chester Washington Golf Course,Municipal,Public,18,"Los Angeles,CA",CA,Los Angeles County,-118.312636,33.92338
Harding and Wilson Municipal Golf Course,Municipal,Public,36,"Los Angeles,CA",CA,Los Angeles County,-118.274119,34.12486
Los Feliz Municipal Golf Course,Municipal,Public,9,"Los Angeles,CA",CA,Los Angeles County,-118.269043,34.123254
Maggie Hathaway Golf Course,Municipal,Public,9,"Los Angeles,CA",CA,Los Angeles County,-118.308619,33.947111
Rancho Park Golf Club,Municipal,Public,27,"Los Angeles,CA",CA,Los Angeles County,-118.41855,34.045427
Roosevelt Municipal Golf Course,Municipal,Public,9,"Los Angeles,CA",CA,Los Angeles County,-118.29207,34.117865
Bel Air Country Club,Private,Private,18,"Los Angeles,CA",CA,Los Angeles County,-118.45063,34.08003
Brentwood Country Club,Private,Private,18,"Los Angeles,CA",CA,Los Angeles County,-118.485553,34.046602
Hillcrest Country Club,Private,Private,18,"Los Angeles,CA",CA,Los Angeles County,-118.406292,34.052407
Los Angeles Country Club,Private,Private,36,"Los Angeles,CA",CA,Los Angeles County,-118.419436,34.067522
Wilshire Country Club,Private,Private,18,"Los Angeles,CA",CA,Los Angeles County,-118.327226,34.076117000000004
Mountain Gate Country Club,Semi Private,Public,45,"Los Angeles,CA",CA,Los Angeles County,-118.487839,34.107436
Westchester Golf Course,Public,Public,18,"Los Angeles,CA",CA,Los Angeles County,-118.412596,33.959608
La Rinconada Country Club,Private,Private,18,"Los Gatos,CA",CA,Santa Clara County,-121.975412,37.256633
Sea Pines Golf Resort,Public,Public,9,"Los Osos,CA",CA,San Luis Obispo County,-120.853504,35.316182
Madera Golf Course,Municipal,Public,18,"Madera,CA",CA,Madera County,-120.128487,36.996363
Madera Golf & Country Club,Private,Private,18,"Madera,CA",CA,Madera County,-120.074263,37.030865
Riverbend Golf Club,Public,Public,18,"Madera,CA",CA,Madera County,-119.760777,36.927403
Paradise Pines Golf Course,Public,Public,9,"Magalia,CA",CA,Butte County,-121.592755,39.814261
Malibu Country Club,Public,Public,18,"Malibu,CA",CA,Los Angeles County,-118.853752,34.08764
Sierra Star Golf Course,Public,Public,18,"Mammoth Lakes,CA",CA,Mono County,-118.982291,37.639139
Snowcreek Resort Golf Course,Public,Public,9,"Mammoth Lakes,CA",CA,Mono County,-118.972552,37.63124
Manhattan Beach Golf Course,Public,Public,9,"Manhattan Beach,CA",CA,Los Angeles County,-118.388436,33.900621
Manteca Park Golf Course,Municipal,Public,18,"Manteca,CA",CA,San Joaquin County,-121.235153,37.801007
French Camp RV Park and Golf Course,Public,Public,9,"Manteca,CA",CA,San Joaquin County,-121.221594,37.860938
Pine Meadows Public Golf Course,Public,Public,9,"Martinez,CA",CA,Contra Costa County,-122.096906,37.987433
Peach Tree Golf & Country Club,Private,Private,18,"Marysville,CA",CA,Yuba County,-121.545818,39.136441
Mather Golf Course,Municipal,Public,18,"Mather,CA",CA,Sacramento County,-121.261275,38.554526
McCloud Golf Club,Public,Public,9,"McCloud,CA",CA,Siskiyou County,-122.133754,41.239327
Beau Pre Golf Club,Public,Public,18,"McKinleyville,CA",CA,Humboldt County,-124.096814,40.963531
Winchester Country Club,Public,Public,18,"Meadow Vista,CA",CA,Placer County,-121.047297,38.989301
Menifee Lakes Country Club,Public,Public,36,"Menifee,CA",CA,Riverside County,-117.159317,33.687091
Sharon Heights Golf & Country Club,Private,Private,18,"Menlo Park,CA",CA,San Mateo County,-122.216145,37.420658
Merced Golf & Country Club,Private,Private,18,"Merced,CA",CA,Merced County,-120.450243,37.38039
Mill Valley Golf Course,Municipal,Public,9,"Mill Valley,CA",CA,Marin County,-122.53799,37.90957
Green Hills Country Club,Private,Private,18,"Millbrae,CA",CA,San Mateo County,-122.407033,37.605188
Spring Valley Golf Course,Public,Public,18,"Milpitas,CA",CA,Santa Clara County,-121.842525,37.444999
Summitpointe Golf Club,Public,Public,18,"Milpitas,CA",CA,Santa Clara County,-121.881328,37.455502
Goose Creek Golf Course,Public,Public,18,"Mira Loma,CA",CA,Riverside County,-117.532521,33.964418
Mission Viejo Country Club,Private,Private,27,"Mission Viejo,CA",CA,Orange County,-117.663099,33.581803
Arroyo Trabuco Golf Course,Public,Public,18,"Mission Viejo,CA",CA,Orange County,-117.664773,33.542236
Casta del Sol Golf Course,Public,Public,18,"Mission Viejo,CA",CA,Orange County,-117.6489,33.616246
Creekside Golf Course,Municipal,Public,18,"Modesto,CA",CA,Stanislaus County,-120.939291,37.649294
Dryden Park Golf Course,Municipal,Public,18,"Modesto,CA",CA,Stanislaus County,-121.002377,37.618025
Modesto Municipal Golf Course,Municipal,Public,9,"Modesto,CA",CA,Stanislaus County,-120.999344,37.627629
Del Rio Country Club,Private,Private,36,"Modesto,CA",CA,Stanislaus County,-121.004423,37.74264
St Stanislaus Golf Course,Public,Public,9,"Modesto,CA",CA,Stanislaus County,-120.993491,37.565469
Monarch Beach Golf Links,Public,Public,18,"Monarch Beach,CA",CA,Orange County,-117.714463,33.48211
Shasta Valley Country Club,Public,Public,9,"Montague,CA",CA,Siskiyou County,-122.566376,41.723255
Northwood Golf Club,Public,Public,9,"Monte Rio,CA",CA,Sonoma County,-122.997496,38.477705
Montebello Golf Course,Municipal,Public,18,"Montebello,CA",CA,Los Angeles County,-118.131938,34.028583
Monterey Park Golf Course,Municipal,Public,9,"Monterey Park,CA",CA,Los Angeles County,-118.162042,34.061315
Pasadera Golf & Country Club,Semi Private,Public,18,"Monterey,CA",CA,Monterey County,-121.775728,36.571249
Del Monte Golf Course,Public,Public,18,"Monterey,CA",CA,Monterey County,-121.871445,36.593203
Laguna Seca Golf Club,Public,Public,18,"Monterey,CA",CA,Monterey County,-121.79046,36.574854
Monterey Pines Golf Course,Public,Public,18,"Monterey,CA",CA,Monterey County,-121.866149,36.593249
Moorpark Country Club,Public,Public,54,"Moorpark,CA",CA,Ventura County,-118.898168,34.305415000000004
Rustic Canyon Golf Course,Public,Public,18,"Moorpark,CA",CA,Ventura County,-118.877794,34.31529
Tierra Rejada Golf Club,Public,Public,18,"Moorpark,CA",CA,Ventura County,-118.847027,34.268773
Moraga Country Club,Private,Private,18,"Moraga,CA",CA,Contra Costa County,-122.136565,37.835816
Cottonwood Golf Center,Municipal,Public,9,"Moreno Valley,CA",CA,Riverside County,-117.261294,33.922019
Moreno Valley Ranch Golf Club,Public,Public,54,"Moreno Valley,CA",CA,Riverside County,-117.171175,33.902705
Quail Ranch Golf Club,Public,Public,18,"Moreno Valley,CA",CA,Riverside County,-117.07921,33.892384
The Institute LLC,Private,Private,18,"Morgan Hill,CA",CA,Santa Clara County,-121.591958,37.11406
Coyote Creek Golf Club,Public,Public,36,"Morgan Hill,CA",CA,Santa Clara County,-121.696645,37.188773
Morro Bay Golf Course,Municipal,Public,18,"Morro Bay,CA",CA,San Luis Obispo County,-120.843144,35.350027
Mount Shasta Resort,Public,Public,18,"Mount Shasta,CA",CA,Siskiyou County,-122.318513,41.287142
Mountain House Golf Course,Public,Public,18,"Mountain House,CA",CA,Alameda County,-121.591806,37.7444
Shoreline Golf Links,Municipal,Public,18,"Mountain View,CA",CA,Santa Clara County,-122.085612,37.431567
Golf Club Moffett Field,Semi Private,Public,18,"Mountain View,CA",CA,Santa Clara County,-122.040225,37.419509
Forest Meadows Golf Course,Public,Public,18,"Murphys,CA",CA,Calaveras County,-120.409335,38.164899
Bear Creek Golf & Country Club,Semi Private,Public,18,"Murrieta,CA",CA,Riverside County,-117.267219,33.578489
California Oaks Golf Course,Public,Public,18,"Murrieta,CA",CA,Riverside County,-117.206453,33.575523
SCGA Golf Course,Public,Public,18,"Murrieta,CA",CA,Riverside County,-117.145764,33.562317
Napa Golf Course At Kennedy Park,Municipal,Public,18,"Napa,CA",CA,Napa County,-122.280173,38.268967
Napa Valley Country Club,Private,Private,18,"Napa,CA",CA,Napa County,-122.246174,38.323582
Silverado Country Club & Resort,Semi Private,Public,36,"Napa,CA",CA,Napa County,-122.267201,38.348537
Vineyard Knolls Golf Club,Semi Private,Public,9,"Napa,CA",CA,Napa County,-122.341968,38.262178
National City Golf Course,Municipal,Public,9,"National City,CA",CA,San Diego County,-117.084296,32.661119
Rivers Edge Golf Course,Municipal,Public,18,"Needles,CA",AZ,Mohave County,-114.608008,34.849809
Friendly Valley Golf Course,Private,Private,9,"Newhall,CA",CA,Los Angeles County,-118.475114,34.402017
Big Canyon Country Club,Private,Private,18,"Newport Beach,CA",CA,Orange County,-117.868923,33.61947
The Newport Beach Country Club,Semi Private,Public,18,"Newport Beach,CA",CA,Orange County,-117.881364,33.609731
Hyatt Newport Back Bay Golf Course,Public,Public,9,"Newport Beach,CA",CA,Orange County,-117.887747,33.616864
Newport Beach Golf Course,Public,Public,18,"Newport Beach,CA",CA,Orange County,-117.879861,33.659465
Pelican Hill Golf Club,Public,Public,36,"Newport Beach,CA",CA,Orange County,-117.844426,33.589318
Rio La Paz Golf Club,Public,Public,18,"Nicolaus,CA",CA,Sutter County,-121.606045,38.881783
BlackLake Resort Golf Course,Public,Public,54,"Nipomo,CA",CA,San Luis Obispo County,-120.544381,35.05116
Monarch Dunes Golf Club,Public,Public,27,"Nipomo,CA",CA,San Luis Obispo County,-120.551575,35.031638
Hidden Valley Golf Club,Public,Public,18,"Norco,CA",CA,Riverside County,-117.518267,33.915042
Mission Hills Golf Course,Public,Public,9,"North Hills,CA",CA,Los Angeles County,-118.480633,34.244231
Porter Valley Country Club,Semi Private,Public,18,"Northridge,CA",CA,Los Angeles County,-118.552965,34.276229
Norwalk Golf Center,Municipal,Public,9,"Norwalk,CA",CA,Los Angeles County,-118.055455,33.906109
Marin Country Club,Private,Private,18,"Novato,CA",CA,Marin County,-122.563857,38.065279
Indian Valley Golf Club,Public,Public,18,"Novato,CA",CA,Marin County,-122.63573,38.120483
StoneTree Golf Club,Public,Public,18,"Novato,CA",CA,Marin County,-122.509957,38.102793
Oakdale Golf & Country Club,Private,Private,18,"Oakdale,CA",CA,Stanislaus County,-120.816892,37.778151
Lake Chabot Golf Course,Municipal,Public,36,"Oakland,CA",CA,Alameda County,-122.118419,37.742992
Claremont Country Club,Private,Private,18,"Oakland,CA",CA,Alameda County,-122.248165,37.837613
Sequoyah Country Club,Private,Private,18,"Oakland,CA",CA,Alameda County,-122.134919,37.766019
Metropolitan Golf Links,Public,Public,18,"Oakland,CA",CA,Alameda County,-122.192621,37.720599
Center City Golf Course,Municipal,Public,18,"Oceanside,CA",CA,San Diego County,-117.358265,33.197462
El Camino Country Club,Private,Private,18,"Oceanside,CA",CA,San Diego County,-117.321822,33.182594
Ocean Hills Country Club,Private,Private,18,"Oceanside,CA",CA,San Diego County,-117.267852,33.162386
Arrowood Golf Course,Public,Public,18,"Oceanside,CA",CA,San Diego County,-117.288241,33.274351
Emerald Isle Golf Course,Public,Public,18,"Oceanside,CA",CA,San Diego County,-117.332191,33.215256
Oceanside Golf Course,Public,Public,18,"Oceanside,CA",CA,San Diego County,-117.32179,33.25218
Soule Park Golf Course,Municipal,Public,18,"Ojai,CA",CA,Ventura County,-119.233352,34.445632
Ojai Valley Inn and Spa,Public,Public,18,"Ojai,CA",CA,Ventura County,-119.255369,34.440159
Plumas Lake Golf & Country Club,Public,Public,18,"Olivehurst,CA",CA,Yuba County,-121.561124,39.033557
Resort At Squaw Creek,Public,Public,18,"Olympic Valley,CA",CA,Placer County,-120.218133,39.198031
Creekside Golf Course,Municipal,Public,9,"Ontario,CA",CA,San Bernardino County,-117.58143,34.019101
Whispering Lakes Golf Course,Municipal,Public,18,"Ontario,CA",CA,San Bernardino County,-117.604942,34.019386
Orinda Country Club,Private,Private,18,"Orinda,CA",CA,Contra Costa County,-122.19053099999999,37.891511
Lake Oroville Golf & Country Club,Public,Public,9,"Oroville,CA",CA,Butte County,-121.471714,39.53212
Table Mountain Golf Course,Public,Public,18,"Oroville,CA",CA,Butte County,-121.626199,39.498146
River Ridge Golf Club,Municipal,Public,45,"Oxnard,CA",CA,Ventura County,-119.202939,34.229018
Riviera Country Club,Semi Private,Public,18,"Pacific Palisades,CA",CA,Los Angeles County,-118.501633,34.051845
Sharp Park Golf Course,Municipal,Public,18,"Pacifica,CA",CA,San Mateo County,-122.488477,37.625189
Hansen Dam Golf Course,Municipal,Public,18,"Pacoima,CA",CA,Los Angeles County,-118.396051,34.259133
Desert Willow Golf Resort,Municipal,Public,36,"Palm Desert,CA",CA,Riverside County,-116.362486,33.761205
